Rank,Address,Name Tag,Balance,Percentage,Txn Count
7909,0x0d49b8bba0a3feda775ad16861a04b7d75ed4c81,,698.94636939 ETH,0.00058041%,41
7910,0xb045eb06606bd1622d05a0885a1c29b85ef28c6f,,698.01892932 ETH,0.00057964%,71
7911,0xc99fc544f2ca60cf8d6c25112acc6d8ca4685ddb,,697.90309477 ETH,0.00057954%,4
7912,0x71135afebc73f9534cd90b2a72d5b7d742bfdf3a,,697.30356208 ETH,0.00057904%,16
7913,0x8446f48ceb0df5b40741e6b5bd4d86e89444ce94,,697.24218898 ETH,0.00057899%,1
7914,0xc7503d7d8619e7e3fde852868daf7852fd1ee141,,697.17218396 ETH,0.00057893%,0
7915,0xc44b874345e254444dcbb157c0b0899df07c8040,,697.15856571 ETH,0.00057892%,0
7916,0x611bb726bec781378459b905653eb1dfcb3585e2,,696.67896046 ETH,0.00057852%,23
7917,0x76d0e741cc1a111905d6ed500e456ffa1611da7c,,696.02838087 ETH,0.00057798%,8
7918,0xbe3409de3cc385e4e9565db437ce6a030a34957a,,696.02618638 ETH,0.00057798%,6
7919,0x2341e2711768de9f963e06352a68fca9d48b136b,,695.2815904 ETH,0.00057736%,1
7920,0x950a9cfc770cd51627a32ab7eed3e78e5deb61c4,,695.2746368 ETH,0.00057736%,1
7921,0x83dc3cb74fb3fcbce323d74fc0622bed8de00091,,695.26399164 ETH,0.00057735%,104
7922,0x41b7183d3414469fc384215ba5da544fa2617cc5,,695.17482161 ETH,0.00057728%,20
7923,0xfd406b9fe9891e6dc38065adf646c14af5e3820f,,695.12031876 ETH,0.00057723%,12
7924,0x6cc588b8b9088a3f94b48be062f6c5d49bd25137,,695.06948841 ETH,0.00057719%,187
7925,0xc9815a13f14ad75cf712ba0f03522dac35a50959,,695 ETH,0.00057713%,1
7926,0xe36f9f051fd1cfd36b750bcae26c41f68d0a9eb8,,695 ETH,0.00057713%,1
7927,0x87c80d0002598fb57c4f0d4c72b206a862d70319,,695 ETH,0.00057713%,1
7928,0x396d5f4a1a90f7f70929a8e05cf9da24fd2650ce,,695 ETH,0.00057713%,1
7929,0x8f46819c33f949b6155327a273eed72ae3c11ef8,,695 ETH,0.00057713%,1
7930,0xb1c79f847b3d741cda3a7251a2a9af4cebfea17d,,695 ETH,0.00057713%,1
7931,0x83c77841eaf3d60ba4fdfaa9b0df5101accbc377,,695 ETH,0.00057713%,1
7932,0xde9930325ca7cee44fac0a2657e9b26c16d4cb15,,695 ETH,0.00057713%,1
7933,0xb420ba0e0afe96949dca90d9860f1bc17b5bc8d5,,695 ETH,0.00057713%,1
7934,0x6646ebd1a61f417410effe187e4ad1d6625e6c52,,694.91072884 ETH,0.00057706%,79
7935,0x0f60ba2ee50422786c17c8a6b4ff57c307eba99c,,694.8936336 ETH,0.00057704%,17
7936,0x01b61df6622eaf71287403e15a71f290191458e9,,694.73629452 ETH,0.00057691%,50
7937,0xf392199ba61d9a53d09c1ee1c72a544ad46c2a87,,694.32450623 ETH,0.00057657%,10
7938,0x776e6ae20ad63874f7ed25d3f801da20e7064fb0,,694.22920994 ETH,0.00057649%,60
7939,0xc1692aca1e85f2546f64ecb2913df40dcd0febef,,693.9980657 ETH,0.00057630%,22
7940,0xde4ffb0c2afea9d15b5c0da353b1905a0ad021b3,,693.98 ETH,0.00057628%,1
7941,0x48c17cc0f155338132b3557d960e5b6aae4fea5e,,693.97583132 ETH,0.00057628%,13
7942,0xa226e04c4f157587cb3e5735f3cfcdf44355fbff,,693.91031124 ETH,0.00057623%,6
7943,0xa1780c60a6f58c81f091323ecc18ab29f07a0ffa,,693.90568663 ETH,0.00057622%,20
7944,0x115b5b00c9f973bcb771758e2ec8db046b49804d,,693.9 ETH,0.00057622%,6
7945,0x650e19d880276be700f10e6b11f855f8a5bec03f,,693.823692 ETH,0.00057615%,2
7946,0x191c6b99d4c7eb468721f21cd7d9819449088ace,,693.322189 ETH,0.00057574%,1
7947,0x74c3646adad7e196102d1fe35267adfd401a568b,,693.08625868 ETH,0.00057554%,106
7948,0x4265cfa21b130060ab7dde32c5bce3e1cf6ed24f,,692.94215492 ETH,0.00057542%,2
7949,0x18e7f97224372fb75c2b2f3d83185fe0fecdfea3,,692.9213849 ETH,0.00057540%,1
7950,0x8b894de22539b58a7c25470caa4ca3dab6e7502d,,692.89747723 ETH,0.00057538%,95
7951,0x31427d264e4bf0e582e7cb55a46bdde7c1598927,,692.85354481 ETH,0.00057535%,99
7952,0x715d3ff101f848ef5445a1f941dc4edd650203ad,,692.52504908 ETH,0.00057508%,12
7953,0x4020dc2d5132ce22dc9503e1bfae1c68cea89e4a,,692.49 ETH,0.00057505%,2
7954,0x714864c5660f3391f85001d94672daec6abd1194,,692.35948219 ETH,0.00057494%,20
7955,0x5bd6cfd7cd25074ba2e3d368d298eb744c861832,,692.34366833 ETH,0.00057492%,21
7956,0x8551d22eb5f4768e7cdcc93e5640ee45297e1e61,,692.22416956 ETH,0.00057483%,5
7957,0xeb9600a891a0090742898a1efe0cb3f1b247d872,,692.10219694 ETH,0.00057472%,33
7958,0xe689e20f44c1204518f0c8c3246485efcd9789f9,,692.1 ETH,0.00057472%,1
7959,0xb10ed46f97289075f666ae5b506f1727de19b9b2,,692.05971497 ETH,0.00057469%,39
7960,0x1f2736e06a6de12a04c9aca866fcf76a3768bfec,,691.90480823 ETH,0.00057456%,6
7961,0x9485711f11b17f73f2ccc8561bcae05bdc7e9ad9,,691.86548616 ETH,0.00057453%,7
7962,0x5cdb06feb5fe046bb8ba9cf0638f5563990e546b,,691.8390723 ETH,0.00057451%,35
7963,0x889b733a96a2f437db0a1851fe98924d845721b5,,691.71128662 ETH,0.00057440%,49
7964,0xbe2804960ec135526dad0e7ec741412b7e01a3a4,,691.5953579 ETH,0.00057430%,20
7965,0x166fd3a4db888086275c782c0240d47101076419,,691.50127938 ETH,0.00057423%,12
7966,0x8f16bf039d67e6ed61395b90beae5960691e5268,,691.5 ETH,0.00057422%,8
7967,0xaa222e2ea3df1b4e2b368c319ce3d6ad1496f956,,691.20440966 ETH,0.00057398%,96
7968,0xca70e4734788487e13b8c1092e2d9611e580fb7f,,691 ETH,0.00057381%,2
7969,0x5efdefea6ed4f8bbfba7d370eb7c1a144210188a,,690.59899788 ETH,0.00057348%,43
7970,0xc2739f5087933a9987792ca110ed288115762187,,690.563 ETH,0.00057345%,2
7971,0xa80c875e63ec5d5b79d1315d2a0d2be09234be47,,690.45385996 ETH,0.00057336%,30
7972,0xa5e0fc3c3affed3db6710947d1d6fb017f3e276d,,690.43243219 ETH,0.00057334%,9
7973,0x26994d7c461a91ef5324f7058c10b18d9dd8d43a,,690.32360263 ETH,0.00057325%,454
7974,0xfc76eafb007ea9b9e14735db9dca0e013d74306d,,690 ETH,0.00057298%,2
7975,0x2e75d69974d12be8ea49401cc152cd6c9d5cb09e,,689.98551 ETH,0.00057297%,11
7976,0x4c3b9d5d711b353bab37634d7101cb5101b45054,,689.89217825 ETH,0.00057289%,46
7977,0xeb31c31716262c71045fff1855e1b5f4cdffa164,,689.769137 ETH,0.00057279%,10
7978,0x65a2994f1c6edb80524964aa110b046e2cf61ce0,,689.58745654 ETH,0.00057264%,1
7979,0x2b9a871b4e1e8f312759d43069cc3c85b997b2b8,,689.41418997 ETH,0.00057249%,973
7980,0x6389e6ea7a3c099092d1b7c46e48d809d2498a59,,689.03636769 ETH,0.00057218%,35
7981,0x187fe1a8b76c60b85c00a2819152ff00ff642386,,688.86427002 ETH,0.00057204%,"95,746"
7982,0x34a901a69f036bcf9f7843c0ba01b426e8c3dc2b,,688.5867983 ETH,0.00057181%,18
7983,0x0be16900bb990adeb79ee54c9ae47aad96ad3f4e,,688.51773947 ETH,0.00057175%,3
7984,0x1551280d6c1812455ca7b6b5e5f4a6d57d85a7bc,,688.42459659 ETH,0.00057167%,20
7985,0x34a34fd073524deea30d489f082dc1820d20d28a,,688.277516 ETH,0.00057155%,4
7986,0x32ac18249179dac8769398a0902981c9381c5e69,,688.16732516 ETH,0.00057146%,56
7987,0x4cb981a7a2956cdfa8afbf454cb4e1b13c69aeb9,,688 ETH,0.00057132%,29
7988,0x03ce80b61dd25a6adffe6d0a80a5c87c44b2b7a0,,687.90144371 ETH,0.00057124%,4
7989,0x960f8bd0b4351863c659b57fe5b097969e81e105,,687.81075917 ETH,0.00057116%,184
7990,0x663544e60e0c2c0dd1af6876d70bfdd1967c188a,,687.07105436 ETH,0.00057055%,1
7991,0x69318d479a4c0f7af4584488bc24b576550a3a28,,686.79435815 ETH,0.00057032%,326
7992,0xd5d44d65fb766002c962d01bb6a0bbe8f773ebb1,,686.71814388 ETH,0.00057025%,43
7993,0x46c3a20f6bee2012582eb9f6d772fce9d94e35bf,,686.55 ETH,0.00057011%,17
7994,0x03b4cba72d7acc4d9e07c0fb6d56c7bdaf9995dc,,686.36582313 ETH,0.00056996%,20
7995,0xceb0fbd02f03e43be6b3b3b9fb8380a49d8f38ca,,686.22594669 ETH,0.00056984%,342
7996,0xc3edbb9c181016cef5d76491f835930e9c8c4d2c,MaskEX 16,686.22057883 ETH,0.00056984%,"4,105"
7997,0x70f17a37248023aae37cc5654b20a7d8365e71c6,,686.16818505 ETH,0.00056980%,20
7998,0xed6e0a7e4ac94d976eebfb82ccf777a3c6bad921,,686.12064465 ETH,0.00056976%,63
7999,0x0695e7763c35724d4ca68845b265dc00ded53246,,686.09388227 ETH,0.00056974%,10
8000,0x296a650a347f9cefbb93a58300bc4e98e2b44814,,685.96230352 ETH,0.00056963%,63
8001,0x5a6d7c955c982e433fbccbb3ef1b56a3f113f2fc,,685.81679146 ETH,0.00056950%,"20,661"
8002,0xee1f15fc012d3015bf7ad56d9a95f00ffa0b1613,,685.798 ETH,0.00056949%,6
8003,0xc7bcb0e8839a28a1cfadd1cf716de9016cda51ae,Redstone: Optimism Portal,685.77258786 ETH,0.00056947%,"28,037"
8004,0x55b21168eb250c57f50b70a618442529795b9b4b,,685.4 ETH,0.00056916%,17
8005,0xc62cba8e7080e376345f72d5b8ed414d8e0546c4,,685.38793869 ETH,0.00056915%,80
8006,0x2163b67a0292969d6a9384f75c1a8dc08aa624b2,,685.0295949 ETH,0.00056885%,"1,969"
8007,0x163b4e5af495de74f692d2e2fc375a12e00d12dc,,684.9 ETH,0.00056874%,7
8008,0x17957492e253dd5bfb9db7cf66629c8d019fa552,,684.2514137 ETH,0.00056821%,87
8009,0x25e7d212f311a4b1fcc4f9921616254f9012c1ce,,684.246099 ETH,0.00056820%,20
8010,0x6844a925d36d9234cafaa928d87e84789b4c19d5,,684.12952689 ETH,0.00056810%,10
8011,0x9d0b4ad0c4fa13b628747d2512cdf15c407419e2,,683.97837982 ETH,0.00056798%,7
8012,0x7a18550eb8a114640e8a8ed4bc29c9a3a406feb4,,683.89018459 ETH,0.00056791%,6
8013,0x0e5733e797e3f7f21328876888cf1c4520d77ace,,683.79837002 ETH,0.00056783%,54
8014,0xcb86cb4a98f615da88e64be4a31b81d2a5636198,,683.7507 ETH,0.00056779%,1
8015,0x220a9f0dd581cbc58fcfb907de0454cbf3777f76,MCDEX: ETH Perpetual,683.62048187 ETH,0.00056768%,"3,892"
8016,0x933c0cf95e7be11d06c3bafad128c1993b1df476,,683.46610366 ETH,0.00056755%,17
8017,0x1ceef34600c20b4700767d9e693705793b3c0d01,,683.0239223 ETH,0.00056719%,20
8018,0x6fd1b154162b008e0e63a19b092eae4a4ce7a8c6,,682.90845743 ETH,0.00056709%,1
8019,0x31518ad896544ea02751cdca95bbc0753106a15e,,682.31785921 ETH,0.00056660%,54
8020,0xa2431b0f7937830e48e113380bb5ade7edd50f6e,,682.16875497 ETH,0.00056648%,"2,261"
8021,0xca02f4a68fba79da89bad5797e3d7bc6fa99538e,,682.06 ETH,0.00056639%,3
8022,0x5c82a5ae4f9102eef2508f2dd57d849ba77f2fb0,,681.9990931 ETH,0.00056633%,5
8023,0xc8690c0e0960994ac78f338f978bcd1dad1ca742,,681.9990435 ETH,0.00056633%,4
8024,0x8859b727cb45162e5d5875eb934193360d317457,,681.82594095 ETH,0.00056619%,20
8025,0x527caa6847cff3897be443fa71db564ba168bd7d,,681.65372157 ETH,0.00056605%,26
8026,0xe135c7d22cee7b8d148d2866aec044c5df6ff6a3,,681.502058 ETH,0.00056592%,20
8027,0x07d6c5876f4dae868f7858d9f3a81d10ca10279f,,681.386551 ETH,0.00056583%,1
8028,0x47cd112df32590eb041984043782d430d1ff8936,,681 ETH,0.00056551%,6
8029,0x19690e89ba103414bfcb944e2fb47ba2ed24be0c,,680.95598096 ETH,0.00056547%,579
8030,0x30fc79a36bb240f6e771f69dfebe990c9641dd49,,680.87018004 ETH,0.00056540%,13
8031,0x068529f96a059f2cb8e53c6c454b42627d21582c,,680.64919918 ETH,0.00056521%,299
8032,0x97d0b2153a75633c8f40b3de7e5ad230f32ca744,,680.28595532 ETH,0.00056491%,10
8033,0x6a43e9d2d3e5c44bbde38acc42aa6033567b7b7a,,680.1 ETH,0.00056476%,4
8034,0xde8f535e743084c1a898c86deff09242dc99b876,,680.06099645 ETH,0.00056473%,12
8035,0x5914b3c55aac346cf96ff8b40b46d6d8815800cc,,679.99931324 ETH,0.00056467%,1
8036,0xeacadb1a749a1b6253bbd7d41a1f9e4b4bf3792b,,679.999 ETH,0.00056467%,0
8037,0x0c8b32060f4c41cd549392d78db0d0c2802d8269,,679.95569485 ETH,0.00056464%,48
8038,0x29346db21c7a5cdc9cd6fca73bbfea30054ab5dc,,679.90455117 ETH,0.00056460%,13
8039,0x52851aa5e55c413f9ffe04361762e47a5b471796,,679.86427388 ETH,0.00056456%,341
8040,0xf4515b2242e66d00edeed76bc8bf7c7af0bcf59d,,679.59111878 ETH,0.00056434%,3
8041,0x9dfd9ca2265e3a4eccb780a22550ee577debba85,,679.48981655 ETH,0.00056425%,4
8042,0x22b157d1b3078ce4087f76c5452e50b08836d285,,679.41901044 ETH,0.00056419%,276
8043,0xfdec89c1164bc0c7370a3eee573434c56739b8a9,,679.39069015 ETH,0.00056417%,46
8044,0x8146b442229392e18f4da2b640cbbd5f399e6c2b,,679.31569694 ETH,0.00056411%,4
8045,0x19b3eb3af5d93b77a5619b047de0eed7115a19e7,SushiSwap: Operation Multisig,679.20365761 ETH,0.00056401%,"2,737"
8046,0xa994e7e790809f71fb3c788202c91ed420cb04b2,,679.14633201 ETH,0.00056397%,466
8047,0x4e37b69104badbc4f4ce9820fe96a9afd22e19a5,,678.98955035 ETH,0.00056384%,13
8048,0x91756e4e241c44fcef049d06ac41af6104fd411b,,678.68569355 ETH,0.00056358%,88
8049,0x0e602ff5502c3f2aa8e6109816da77290ead97a1,,678.5545838 ETH,0.00056347%,22
8050,0x7cb14cd45c76cde3c5771c7d1dc09bc9aa4b7dbf,,678.4295779 ETH,0.00056337%,3
8051,0x2b3fed49557bd88f78b898684f82fbb355305dbb,,678.42847802 ETH,0.00056337%,"307,755"
8052,0xfc9b403834f34f68ab0d977c6281618fc7fddaba,,678.29598111 ETH,0.00056326%,165
8053,0x44f4558d48422125b0a460c7d7d358ca49bc226b,,678.17315201 ETH,0.00056316%,20
8054,0x76bd9ce8e98dca2360cb66ceb41e25dd08dba7fb,,678.10000667 ETH,0.00056310%,18
8055,0xf4835af9f3ca93be9102c6ee633a6233c928aa0d,,678.01975499 ETH,0.00056303%,27
8056,0xa5cc504faa21a2f196812fb882d260b7f9218696,,677.975286 ETH,0.00056299%,7
8057,0x4973a0a7de9b6942d297b82a783f6d0b8ec766cf,,677.87932981 ETH,0.00056291%,13
8058,0x42903bb15d59f219a2c0ad93808ae36fa1a4f4ec,,677.08381309 ETH,0.00056225%,10
8059,0x6737779a083dbc769e61b085b74472b1055dc22b,,677.05949465 ETH,0.00056223%,12
8060,0x8d846712470befdff9a0c0e72eed039f710b18d2,,677.02795481 ETH,0.00056221%,20
8061,0x7814f6529317df421b10d3c1dc104fe1dfe42a80,,677.02123196 ETH,0.00056220%,4
8062,0x06a3299075085133e632ac1ca509f58c67054a3d,,676.8 ETH,0.00056202%,2
8063,0xd6458d6a4b28cad58e11573a74bdef51a4b40ed4,,676.68175857 ETH,0.00056192%,65
8064,0x15f96d09e2f518b675d92f966067f40aa9a285d0,,676.46118366 ETH,0.00056174%,3
8065,0x9bba5d8f326ac4d63d3e260b40ab69b8dc33b64e,,676.42984819 ETH,0.00056171%,6
8066,0x344b2f76b6cc8e5a7407a8e2c65dc81be1497696,,676.39740283 ETH,0.00056168%,47
8067,0xd28ed4fb7e36501fd20f3733f42edaf8d0d561a4,,676.23914765 ETH,0.00056155%,138
8068,0xb636c638c8b5047188d1f2b846d8be6105583306,,676.08978579 ETH,0.00056143%,22
8069,0xcc7c203c8c7448d719239a47c94803a91a5f7f67,,675.97206836 ETH,0.00056133%,18
8070,0x202498852b0937319d54e26798eec30f76f44b86,,675.900541 ETH,0.00056127%,41
8071,0x6de9604324d062e83410ddba8767dc25c4e37b1c,,675.78783447 ETH,0.00056118%,22
8072,0xecf124601650ab63fd289a3846a21ff43d995f7c,,675.46698384 ETH,0.00056091%,11
8073,0x70d1946feb5ccf7edc6178ccb2f6b6b0d89384e5,,675.3 ETH,0.00056077%,1
8074,0x0cbf48c0c1aaebcee2a78b75bd9596725baac4a6,,675.0178068 ETH,0.00056054%,1
8075,0x1751f06689a6af482cd0606d481b26112f917f82,,675 ETH,0.00056052%,1
8076,0xae917e13ab1b98723624bafce2e7f48ea9dbdf0e,,674.997711 ETH,0.00056052%,2
8077,0xd27fc38eea1323cb30fdc6ea335fe7e6238d79e6,,674.99299622 ETH,0.00056052%,7
8078,0x73320242874ef5a66d146581406138939d826d62,,674.99 ETH,0.00056051%,3
8079,0x7279f3e411d31291fb11508c103986e1be6459e6,,674.94845353 ETH,0.00056048%,11
8080,0xd729345aa12c5af2121d96f87b673987f354496b,,674.80805964 ETH,0.00056036%,"60,862"
8081,0x441acb751f69f4f1c577f48900754032d920de83,,674.65106901 ETH,0.00056023%,34
8082,0xb2c5b69d4949dcae3eea0b6e7c57c6c1b1608eb9,,674.62414086 ETH,0.00056021%,176
8083,0x253af171ac6cd2c15f4982934fb3d292142b32d7,,674.49613574 ETH,0.00056010%,152
8084,0x589e8b991c2afd2d8d4def8f7f0cbf67073a9b19,,674.3487217 ETH,0.00055998%,3
8085,0x6cd1eae4de2b3394bdcbe07d9104602e192f977c,,673.93608 ETH,0.00055964%,13
8086,0xe47d5cc33517d5b8433ff249efe094b989989acc,,673.91258956 ETH,0.00055962%,750
8087,0x21a65b29318c34db5d3f5620f70a2d4391f80b1c,,673.85191944 ETH,0.00055957%,53
8088,0x327fc487f6c9c9cece4cad5c7289d0233340193f,,673.73676799 ETH,0.00055947%,17
8089,0xe3b11bde49ac12d049264f1992cd2a12f9e6929c,,673.65662454 ETH,0.00055941%,3
8090,0xff9fbcd031c881ba33050b13da8302ff585fbc87,,673.50596411 ETH,0.00055928%,47
8091,0x049d04b54fea0625c3a3ba8d2cbf59fccdc41113,,673.47982837 ETH,0.00055926%,133
8092,0xe3b5e931221ec11045683c297af86ce6adcd7594,,673.39303059 ETH,0.00055919%,3
8093,0x542d328f116a5cdfa76cfbc0848a2593349e4b5c,,673.32263656 ETH,0.00055913%,11
8094,0xc082147c1b1daeadcd0ef09a502cdc765ecfa9b7,,672.86217338 ETH,0.00055875%,65
8095,0x4311f52b7e3ea63a75c6b19e506d23b6a022701f,,672.63401404 ETH,0.00055856%,1
8096,0xfa8cf4e627698c5d5788abb7880417e750231399,,672.54592755 ETH,0.00055848%,56
8097,0xd0a5e4c7082960616f9a022b4c6518f9290bad24,,672.40706739 ETH,0.00055837%,239
8098,0x80ca04a5636f4a96656e1150b43dcfaa5ce54b93,,672.38948247 ETH,0.00055835%,105
8099,0x080b8cc7437dd4a847d0bcab03128a09232b60ef,,672.0429914 ETH,0.00055807%,64
8100,0x603736e28b7728f63627bb125cfb8760268566bd,,671.94795006 ETH,0.00055799%,2
8101,0xc3356a39c71ba301c41162b4958dd7e66aa2d79b,,671.94260098 ETH,0.00055798%,38
8102,0x4b40e24b4496799afaab18429b752db26c6b3efa,,671.85663498 ETH,0.00055791%,2
8103,0x94bd4150e41c717b7e7564484693073239715376,,671.69435748 ETH,0.00055778%,43
8104,0x8429eaa03f90bd6dfccc64863d02a9c34ae81187,,671.63226906 ETH,0.00055773%,85
8105,0x2daabb98a7752bd7d168b819a4efd495737d95e1,,671.3331 ETH,0.00055748%,1
8106,0x3d3a82648a87de15f61fab119151cc4d933a187b,,671.31807334 ETH,0.00055747%,36
8107,0xad3420949e361fe491ae9908a9fec3e27395a04f,,671.12247206 ETH,0.00055730%,59
8108,0xcacc120c29460e13d41d961f32aa380764d163cf,,671.06887224 ETH,0.00055726%,29
8109,0x93dc519f34032c874856236b15d3f9cde7f09e8f,,670.73998483 ETH,0.00055699%,8
8110,0xc4093896ac8ec4ba1ff2e0ea1a1d874b5c6e0cd5,,670.52181367 ETH,0.00055680%,21
8111,0x0b1953e36cfde0d42f92d7029898259f11956ede,,670.50667446 ETH,0.00055679%,54
8112,0x91d625a3172f164ef2d896451249deeccc62b6c7,,670.5 ETH,0.00055679%,1
8113,0xb280935547d23d3a86815464040689c8e7b49128,,670.37233432 ETH,0.00055668%,14
8114,0xcc10ea356d4b03b12518d5888de1d720227ddb2a,,670.25557102 ETH,0.00055658%,38
8115,0x6ded2b9d49b421a785fe602c6ba1e710cfdc4c2a,,670.19015581 ETH,0.00055653%,166
8116,0xaa39eeca876596f0c83524aae197dffc8b741278,,670.03005009 ETH,0.00055640%,106
8117,0x096a8465e1c2c509499811ced7046cdcad5c892f,,670.02906203 ETH,0.00055639%,14
8118,0x29c8a6b80f6e7494821c96cf70216e74b1714998,,670.00035825 ETH,0.00055637%,12
8119,0x44b809cea82a0cff4ac619cc8be5c0f2eac7e3d5,,670.00018116 ETH,0.00055637%,10
8120,0x8cbb0b3f6a159aea2cc2251a3e4eede812e6899f,,669.997711 ETH,0.00055637%,7
8121,0x7fb53345f1b21ab5d9510adb38f7d3590be6364b,,669.99185619 ETH,0.00055636%,384
8122,0x5797f722b1fee36e3d2c3481d938d1372bcd99a7,Galaxy Digital: 0x5799a7,669.84664347 ETH,0.00055624%,"37,261"
8123,0x982ac644acd40d1b39f35786fabb3a966308de6e,,669.82841854 ETH,0.00055623%,5
8124,0xa11be348685e321d16fb2e5c476d6026262ab1b3,,669.69213169 ETH,0.00055611%,12
8125,0x1e57ce7e4bcc06f4cfdb7572acb6335ba670920e,,669.6407609 ETH,0.00055607%,802
8126,0x12f9622056764af527defb6b74c366ba46cdbc94,,669.314 ETH,0.00055580%,2
8127,0xf65603fc97f8f1eb6d939c52079e2399752d82cf,,669.10380087 ETH,0.00055563%,1
8128,0x7658018f4dba75f6f87df9bf9285e6ef73283019,,668.9530714 ETH,0.00055550%,1
8129,0x107f308d85d5481f5b729cfb1710532500e40217,,668.91321821 ETH,0.00055547%,"9,483"
8130,0x33c409f153315aafe06b33dce4e1a7a3393bedb8,,668.90304628 ETH,0.00055546%,4
8131,0xf8a9e99bb11c4290ef4478663deb7e1bcb9a5f02,,668.67414751 ETH,0.00055527%,1
8132,0x3ece3891df11823ac11d71db2188505b23cc07bc,,668.624834 ETH,0.00055523%,3
8133,0x40101e9c6b1526621de874628eb7ff0e70a72ad4,,668.59171339 ETH,0.00055520%,5
8134,0xad3b31617912a21f07a000022f4ce69f28175d9c,,668.54093803 ETH,0.00055516%,22
8135,0x78eb8d75e2951035d53f60e54f5f75bb3f4ddbbb,,668.51288564 ETH,0.00055514%,48
8136,0x58d3178fc815678aa7e700a4911837542b6b56ab,,668.50902888 ETH,0.00055513%,697
8137,0xfdeaac2acf1d138e19f2fc3f9fb74592e3ed818a,,668.5 ETH,0.00055513%,1
8138,0x0e54a434b0a8fb4c7f549fbec551638754736944,Puffer Finance: Eigen Pod 6,668.41948657 ETH,0.00055506%,41
8139,0x0a7b9483030994016567b3b1b4bbb865578901cb,,668.25605487 ETH,0.00055492%,108
8140,0xece7e65d6df401a99beb2bc5ba52c131d515dd6c,,668.00312444 ETH,0.00055471%,73
8141,0xdc421b1ee121dd8cc7f3a4fab9d1a4d000a5d67c,,667.57370977 ETH,0.00055436%,29
8142,0xf81993e841797faa177473933f3ea4f5718d0f80,,667.46495718 ETH,0.00055427%,98
8143,0xea97dc2523c0479484076660f150833e264c41e9,,667.45290348 ETH,0.00055426%,379
8144,0xc417ad2e3f04440b5e4f8a7816145a57b1463401,,667.18623646 ETH,0.00055403%,65
8145,0xcc833075358bf9d44e8ea910b532c841db1ab0ac,,667.17243983 ETH,0.00055402%,16
8146,0x7ab11c6e919176563fda0a9b8536fb60f320b532,,667.12011269 ETH,0.00055398%,7
8147,0x0a96f0c2df627a6ea2c62a3bee4020ef9221dcbf,,667.08278033 ETH,0.00055395%,40
8148,0xf43c3bc0023890f767076773afa397c6ac4e13df,,667.038696 ETH,0.00055391%,13
8149,0x11778345a7d4e1ee0e20726cdab4a2746328f1f8,,666.99631079 ETH,0.00055388%,2
8150,0x771ac730181a2683c0b13db676dde7a27830df47,,666.91372387 ETH,0.00055381%,4
8151,0x3b7065108c134e8dd2478b8d738c7914d1afe9da,,666.83849724 ETH,0.00055375%,11
8152,0x062a31bd836cecb1b6bc82bb107c8940a0e6a01d,,666.72114244 ETH,0.00055365%,3
8153,0x4fde5022bf4efeceae61734a228b1b996d6315f3,,666.67581668 ETH,0.00055361%,"9,759"
8154,0xb5aa091ca5e134ddb95051222f91ae824af0fb78,,666.66502268 ETH,0.00055360%,6
8155,0x48282b1a9e9e46c96fb254379400e3d85620e4c8,,666.49887496 ETH,0.00055346%,30
8156,0xda02d89903c400fcaa451830007347775b887668,,666.09 ETH,0.00055312%,2
8157,0x2fb7da613034cc5ed82edf98027b21e9f6cabb21,,666.00007221 ETH,0.00055305%,19
8158,0x550c306f81ef5d9580c06cb1ab201b95c748a691,,665.8 ETH,0.00055288%,1
8159,0xaf0193d1d6d93c6ce2c34cad3cd22c8fd39c80d8,,665.53039222 ETH,0.00055266%,16
8160,0x1111e6e6c91baed8dfa33396b20324c0da673333,,665.41010627 ETH,0.00055256%,80
8161,0xe03ee130951b5a272846aa5b2cba69da377cf85b,,665.34374 ETH,0.00055250%,7
8162,0xf9009feff43fdcc1c26f2e39c80684544f3cc4d1,,665.00406105 ETH,0.00055222%,39
8163,0xa41c21fb4849434fe199b0ed0bd7f303eaf11fa0,,665.00033067 ETH,0.00055222%,69
8164,0x907c4b32ac7123788183adf6f5c46d0dd77f6644,,664.99807701 ETH,0.00055222%,12
8165,0xacac0fd5314c84a1868dad7560a0d8545eded3b4,,664.83525002 ETH,0.00055208%,7
8166,0xbcb4cd06c65a55e0c2c61059feeda1bed8b54670,,664.79900226 ETH,0.00055205%,49
8167,0x2b4fb01863bf134727a7dd944c1a47ba05adc599,,664.76262039 ETH,0.00055202%,5
8168,0xc58c00d5d8b1f85a3dcfe4f981659040dc0779ef,,664.7277148 ETH,0.00055199%,7
8169,0xc88bf2c5f7d4b5bf3897a13bc6e74aeeeac8cd8b,,664.69984926 ETH,0.00055197%,30
8170,0x0d5bed5913cb8d843cc069846d6c3294e711f662,,664.55107796 ETH,0.00055185%,74
8171,0x3ba6690d509f5b8c280eaf2a5338fa6fa7688969,,664.49871039 ETH,0.00055180%,4
8172,0x0b7b588c7cd436771aa9547951b8cf9befca101b,,664.42111628 ETH,0.00055174%,346
8173,0x537f068836118c9650bbb535c935038798dc1e9c,,664.25350785 ETH,0.00055160%,77
8174,0xeecdee35772d4b10bb88f8889b490a415dfb2317,,664.00570107 ETH,0.00055139%,7
8175,0x1a8c6af01f746cab4b1258f22e1e0c19a950c83f,,663.98627877 ETH,0.00055138%,14
